date,value
2020-01-02,0.02265835400582672
2020-01-03,0.013570350677814647
2020-01-06,0.011609452761872419
2020-01-07,0.022076966601653814
2020-01-08,0.03148547883409192
2020-01-09,0.0396425093279511
2020-01-10,0.035554431055786484
2020-01-13,0.053933172942079555
2020-01-14,0.05326781117866375
2020-01-15,0.04667276313738311
2020-01-16,0.06312968159676458
2020-01-17,0.06394491220303888
2020-01-21,0.06609226139684954
2020-01-22,0.07360882556191828
2020-01-23,0.07734420785921325
2020-01-24,0.06561037396227243
2020-01-27,0.03560913397262633
2020-01-28,0.05422118266618181
2020-01-29,0.04820001120528339
2020-01-30,0.057990673842793994
2020-01-31,0.029973067855385338
2020-02-03,0.05806200770332248
2020-02-04,0.09819345632463827
2020-02-05,0.08764559759447788
2020-02-06,0.09789910152445591
2020-02-07,0.08273985002546214
2020-02-10,0.09827535043675972
2020-02-11,0.10869328268294276
2020-02-12,0.12112866718612758
2020-02-13,0.13042680244971683
2020-02-14,0.13476321861590868
2020-02-18,0.13286924868397199
2020-02-19,0.1573215791869711
2020-02-20,0.1352555381953775
2020-02-21,0.10457085274451394
2020-02-24,0.054021852574874796
2020-02-25,0.022169721613964466
2020-02-26,0.02437685326083283
2020-02-27,-0.021676771497550762
2020-02-28,-0.010942967310133889
2020-03-02,0.029814947158760097
2020-03-03,-0.0016848118189629613
2020-03-04,0.04538833350047922
2020-03-05,0.022836017982711176
2020-03-06,0.00018539066819456274
2020-03-09,-0.07705775462687714
2020-03-10,-0.027660093534036978
2020-03-11,-0.07150765737521736
2020-03-12,-0.16405312559567675
2020-03-13,-0.0933183885194051
2020-03-16,-0.21938920732939737
2020-03-17,-0.17585017366391276
2020-03-18,-0.2435865706424556
2020-03-19,-0.22222871397310728
2020-03-20,-0.2400204124272698
2020-03-23,-0.23264243407582486
2020-03-24,-0.13365073946503936
2020-03-25,-0.12468032037000742
2020-03-26,-0.07474917274210302
2020-03-27,-0.1172984280561099
2020-03-30,-0.08390818027819935
2020-03-31,-0.10090691006833585
2020-04-01,-0.14538798127445896
2020-04-02,-0.13402228603544264
2020-04-03,-0.146419024363442
2020-04-06,-0.06516711846890455
2020-04-07,-0.06094219235280529
2020-04-08,-0.03527054872391011
2020-04-09,-0.04268999372839588
2020-04-13,-0.03416969963051031
2020-04-14,0.010240110685812764
2020-04-15,-0.008970931496986134
2020-04-16,0.01100835946459533
2020-04-17,0.029306859694658183
2020-04-20,0.011489052581437953
2020-04-21,-0.038476484167686564
2020-04-22,0.011535017479517462
2020-04-23,0.007657760453818607
2020-04-24,0.02405134081717275
2020-04-27,0.04015184033419539
2020-04-28,0.028489021884974042
2020-04-29,0.07303271863145366
2020-04-30,0.04794218781323312
2020-05-01,9.971186522572673e-05
2020-05-04,0.019300527971731984
2020-05-05,0.03666747311900109
2020-05-06,0.05037515927917413
2020-05-07,0.07084990085715526
2020-05-08,0.09162271966120095
2020-05-11,0.1009318036432778
2020-05-12,0.07487618807568386
2020-05-13,0.05557372793654092
2020-05-14,0.08746297915601797
2020-05-15,0.08226783106240076
2020-05-18,0.11281114674110615
2020-05-19,0.11524941610236095
2020-05-20,0.14439323062885312
2020-05-21,0.1325048075787265
2020-05-22,0.13978310086715462
2020-05-26,0.14010131820724903
2020-05-27,0.14730307272342946
2020-05-28,0.14046073424487227
2020-05-29,0.16943150024943132
2020-06-01,0.1771326236108688
2020-06-02,0.188082809634172
2020-06-03,0.20866762194273236
2020-06-04,0.201451072407151
2020-06-05,0.2309809719688185
2020-06-08,0.23174147906932707
2020-06-09,0.23202887634095193
2020-06-10,0.2437939890463685
2020-06-11,0.1709245568102311
2020-06-12,0.18310455506574086
2020-06-15,0.20726103994255052
2020-06-16,0.22417816176794259
2020-06-17,0.23324710914488622
2020-06-18,0.23573425617868682
2020-06-19,0.23035826153316274
2020-06-22,0.24689645515092917
2020-06-23,0.24649848329669344
2020-06-24,0.21653362235387497
2020-06-25,0.2286686819682402
2020-06-26,0.2094597270416536
2020-06-29,0.22288094642255807
2020-06-30,0.2578614268329087
2020-07-01,0.26186839356067604
2020-07-02,0.2779926498856431
2020-07-06,0.31396366814489896
2020-07-07,0.30187840875908245
2020-07-08,0.3224443237948713
2020-07-09,0.336043302244837
2020-07-10,0.340732293024697
2020-07-13,0.3039142882675052
2020-07-14,0.3260002909760449
2020-07-15,0.32574293508113783
2020-07-16,0.3171057486749249
2020-07-17,0.32883016821191147
2020-07-20,0.3653472332024821
2020-07-21,0.3551014525701721
2020-07-22,0.36748061223466255
2020-07-23,0.34302085599131105
2020-07-24,0.3242860069805924
2020-07-27,0.3598121465808879
2020-07-28,0.33467271981973057
2020-07-29,0.360233101180353
2020-07-30,0.3711690886760073
2020-07-31,0.3787926593306228
2020-08-03,0.398279892437275
2020-08-04,0.40776849311906793
2020-08-05,0.4117771178292309
2020-08-06,0.4129070480892316
2020-08-07,0.39639930941306245
2020-08-10,0.3854232011458989
2020-08-11,0.3620092569886153
2020-08-12,0.40754655796850225
2020-08-13,0.4087975129983612
2020-08-14,0.4064545754623714
2020-08-17,0.43616168755033446
2020-08-18,0.4342771215786907
2020-08-19,0.4269377979073936
2020-08-20,0.4442623318510397
2020-08-21,0.4469634990059319
2020-08-24,0.4577523375646053
2020-08-25,0.47170505913680905
2020-08-26,0.4978295029705011
2020-08-27,0.4883650779851705
2020-08-28,0.5053649048726003
2020-08-31,0.5276080919204875
2020-09-01,0.5400907680541178
2020-09-02,0.5693253558877529
2020-09-03,0.4730164457357835
2020-09-04,0.45444459690907624
2020-09-08,0.36981416151792157
2020-09-09,0.41562480446409733
2020-09-10,0.3964791877817546
2020-09-11,0.3888655191395103
2020-09-14,0.430320270019952
2020-09-15,0.45774322919367894
2020-09-16,0.43209743830518965
2020-09-17,0.41612317395178233
2020-09-18,0.4094588943693209
2020-09-21,0.421794800826669
2020-09-22,0.4260571248679106
2020-09-23,0.3781120114825385
2020-09-24,0.3949966723156315
2020-09-25,0.42538778234407104
2020-09-28,0.45716896364910786
2020-09-29,0.45831967500799986
2020-09-30,0.4638486900071639
2020-10-01,0.49309566913532454
2020-10-02,0.4422603913890848
2020-10-05,0.48380993736543787
2020-10-06,0.4675896693507
2020-10-07,0.49661402689722567
2020-10-08,0.5088814354908768
2020-10-09,0.5288282041478873
2020-10-12,0.5614148492625837
2020-10-13,0.5735022147154814
2020-10-14,0.6053975831941822
2020-10-15,0.5652621252394185
2020-10-16,0.5355798899641755
2020-10-19,0.5072510716501228
2020-10-20,0.48160510138785884
2020-10-21,0.4819672214945925
2020-10-22,0.48870155058921694
2020-10-23,0.48739772474331544
2020-10-26,0.48050306572500645
2020-10-27,0.4852106803475005
2020-10-28,0.42504219637856555
2020-10-29,0.4453890388863091
2020-10-30,0.37701323763525996
2020-11-02,0.39650264533628965
2020-11-03,0.4542130426569855
2020-11-04,0.502908957214315
2020-11-05,0.5507179023096545
2020-11-06,0.5522913473452629
2020-11-09,0.5160112143984601
2020-11-10,0.4559837195526377
2020-11-11,0.5003408062917754
2020-11-12,0.49125096781274014
2020-11-13,0.5053507227056429
2020-11-16,0.5210943016143361
2020-11-17,0.5159397292828405
2020-11-18,0.509732049100339
2020-11-19,0.5258492815051112
2020-11-20,0.5027501819605822
2020-11-23,0.5059810974244643
2020-11-24,0.519571911238863
2020-11-25,0.5277520717444948
2020-11-27,0.537645417937624
2020-11-30,0.5453456962104053
2020-12-01,0.5753061720984487
2020-12-02,0.5796989142766382
2020-12-03,0.567968164324824
2020-12-04,0.5847238355601907
2020-12-07,0.5921409571437581
2020-12-08,0.5780631964013068
2020-12-09,0.5395197840273145
2020-12-10,0.5396680802615439
2020-12-11,0.5229554185030947
2020-12-14,0.5325172627014227
2020-12-15,0.539674143690924
2020-12-16,0.5454145228712295
2020-12-17,0.5456178040921673
2020-12-18,0.5568111272295917
2020-12-21,0.5430337244935184
2020-12-22,0.5186906554812547
2020-12-23,0.518996594346443
2020-12-24,0.5192665189415908
2020-12-28,0.5624986154652449
2020-12-29,0.559314991589505
2020-12-30,0.5408364698557846
2020-12-31,0.5471091986922441
2021-01-04,0.5232401680185523
2021-01-05,0.5347908337389271
2021-01-06,0.4915845084732844
2021-01-07,0.5233442417083636
2021-01-08,0.602657850186215
2021-01-11,0.5061112442253801
2021-01-12,0.5485945675508119
2021-01-13,0.5541915550407013
2021-01-14,0.5348505345394936
2021-01-15,0.5112331693934409
2021-01-19,0.5597424450539319
2021-01-20,0.568746012661322
2021-01-21,0.5542680151801673
2021-01-22,0.5450935645427326
2021-01-25,0.6033047056868399
2021-01-26,0.6019211789795289
2021-01-27,0.5595234268365339
2021-01-28,0.5184982540768539
2021-01-29,0.4491049486368872
2021-02-01,0.5272304923324125
2021-02-02,0.5805726853687658
