date,value
2020-01-02,0.022686402213728973
2020-01-03,0.013027786362165061
2020-01-06,0.011000772241104295
2020-01-07,0.02162671091295354
2020-01-08,0.030519445325572603
2020-01-09,0.03972214082616521
2020-01-10,0.034524384791606355
2020-01-13,0.05310416034382759
2020-01-14,0.05391643071450458
2020-01-15,0.04683177088952806
2020-01-16,0.06199985865257518
2020-01-17,0.06339792966168045
2020-01-21,0.07718114022259703
2020-01-22,0.09706389021162454
2020-01-23,0.10353882262928416
2020-01-24,0.08591201790814496
2020-01-27,0.06614642828996131
2020-01-28,0.08299234520166499
2020-01-29,0.10204405784429205
2020-01-30,0.18261119924402336
2020-01-31,0.18740878427561225
2020-02-03,0.4107505615564091
2020-02-04,0.5558852582689666
2020-02-05,0.41768917753501666
2020-02-06,0.44364540926620055
2020-02-07,0.43299622976480356
2020-02-10,0.4725861222877945
2020-02-11,0.4801044146367901
2020-02-12,0.4710808643442592
2020-02-13,0.5313576851816515
2020-02-14,0.5254439180874817
2020-02-18,0.5947356008140494
2020-02-19,0.6794151586759449
2020-02-20,0.6471104077053651
2020-02-21,0.6305401592510438
2020-02-24,0.5100690011755735
2020-02-25,0.44877838404421944
2020-02-26,0.4137686700260186
2020-02-27,0.2665675250156685
2020-02-28,0.25958190318941843
2020-03-02,0.36518417901787426
2020-03-03,0.3613500733506454
2020-03-04,0.37191997516944
2020-03-05,0.328826053889296
2020-03-06,0.2927336455832965
2020-03-09,0.13064761986310103
2020-03-10,0.19939118689515611
2020-03-11,0.1706787275175139
2020-03-12,0.03473485206496374
2020-03-13,0.018607218067484554
2020-03-16,-0.15259841742750258
2020-03-17,-0.14029960641836858
2020-03-18,-0.248055034481091
2020-03-19,-0.15634953951599806
2020-03-20,-0.15926290125535603
2020-03-23,-0.14588742984678227
2020-03-24,-0.013227498325652842
2020-03-25,0.03641501675159908
2020-03-26,0.03790438084897585
2020-03-27,0.002640793902592975
2020-03-30,-0.0068082657066737
2020-03-31,0.021392556915708294
2020-04-01,-0.0564113056948623
2020-04-02,-0.09577606186293397
2020-04-03,-0.062422452786008886
2020-04-06,0.01760033741458722
2020-04-07,0.06127187717264704
2020-04-08,0.07433265586933158
2020-04-09,0.10738431871233689
2020-04-13,0.2235201316966593
2020-04-14,0.3135217801939074
2020-04-15,0.31150724136420993
2020-04-16,0.3431835318440113
2020-04-17,0.367436755882832
2020-04-20,0.33086272908064873
2020-04-21,0.22729369546413714
2020-04-22,0.3228220152958854
2020-04-23,0.30437106198599895
2020-04-24,0.3224459610326851
2020-04-27,0.3317553761392811
2020-04-28,0.3191683967747887
2020-04-29,0.39669679257713675
2020-04-30,0.31314284743496024
2020-05-01,0.224072991905242
2020-05-04,0.22720373490006018
2020-05-05,0.26436719344288173
2020-05-06,0.28126861066876696
2020-05-07,0.2927942326191806
2020-05-08,0.3453828464734079
2020-05-11,0.34625929922333487
2020-05-12,0.3125708782886498
2020-05-13,0.27666790499003313
2020-05-14,0.3256054455047579
2020-05-15,0.29720259668881455
2020-05-18,0.3256956743565256
2020-05-19,0.3181599068915326
2020-05-20,0.3330672443575944
2020-05-21,0.3474457443578609
2020-05-22,0.33822002647230254
2020-05-26,0.3523670018772722
2020-05-27,0.37674520250128274
2020-05-28,0.34185370803065096
2020-05-29,0.3872332069740161
2020-06-01,0.4600007342816468
2020-06-02,0.4469249600080383
2020-06-03,0.4875488887153745
2020-06-04,0.5109830162580977
2020-06-05,0.5770397891615293
2020-06-08,0.5413942943787311
2020-06-09,0.5632846834820588
2020-06-10,0.5579680525702224
2020-06-11,0.45920708753086226
2020-06-12,0.4726766373244593
2020-06-15,0.5072413061607841
2020-06-16,0.5844992048044231
2020-06-17,0.6016062820828263
2020-06-18,0.6030664919443787
2020-06-19,0.591715625330302
2020-06-22,0.5879867359432835
2020-06-23,0.5826999748250214
2020-06-24,0.5346793758780741
2020-06-25,0.5630041441018601
2020-06-26,0.5280802014508954
2020-06-29,0.5482926508531298
2020-06-30,0.6222685202483289
2020-07-01,0.5748323183601651
2020-07-02,0.5869925401661211
2020-07-06,0.6239494075565601
2020-07-07,0.5972741311783512
2020-07-08,0.6279789140158938
2020-07-09,0.6331541870547202
2020-07-10,0.6338150056744056
2020-07-13,0.5914230627126613
2020-07-14,0.6190038298703648
2020-07-15,0.6247787157394453
2020-07-16,0.615576018171194
2020-07-17,0.6258035470389076
2020-07-20,0.6632842033310302
2020-07-21,0.6531573109958011
2020-07-22,0.6653299930735914
2020-07-23,0.6255896715221829
2020-07-24,0.5587424799051617
2020-07-27,0.6728959217435
2020-07-28,0.6210555498204064
2020-07-29,0.6431518930354192
2020-07-30,0.6327303126722086
2020-07-31,0.5876582891742457
2020-08-03,0.6429792294617185
2020-08-04,0.6388819554806329
2020-08-05,0.6363001460551896
2020-08-06,0.6395386757303325
2020-08-07,0.6021308814317536
2020-08-10,0.5695268123148349
2020-08-11,0.521565859981737
2020-08-12,0.6870131470667897
2020-08-13,0.7349705625655056
2020-08-14,0.7635105085476943
2020-08-17,0.9504989297319297
2020-08-18,1.0041871981731512
2020-08-19,0.9948144755914885
2020-08-20,1.1067004015878044
2020-08-21,1.1605461907225334
2020-08-24,1.1230756769769181
2020-08-25,1.1332654591931504
2020-08-26,1.237074682969459
